93_1, 5, 9, 21, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
122_1, 5, 9, 21, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
91_1, 5, 9, 21, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
114_1, 5, 9, 21, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
79_1, 5, 9, 21, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
81_1, 5, 9, 21, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
137_1, 5, 9, 21, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
81_1, 5, 9, 21, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
74_1, 5, 9, 21, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
95_1, 5, 9, 21, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
82_1, 5, 9, 21, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
88_1, 5, 9, 22, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
54_1, 5, 9, 22, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
122_1, 5, 9, 22, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
124_1, 5, 9, 22, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
98_1, 5, 9, 22, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
67_1, 5, 9, 22, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
110_1, 5, 9, 22, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
62_1, 5, 9, 22, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
95_1, 5, 9, 22, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
137_1, 5, 9, 22, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
115_1, 5, 9, 22, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
133_1, 5, 9, 22, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
83_1, 6, 12, 21, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
115_1, 6, 12, 21, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
97_1, 6, 12, 21, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
73_1, 6, 12, 21, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
91_1, 6, 12, 21, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
84_1, 6, 12, 21, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
107_1, 6, 12, 21, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
71_1, 6, 12, 21, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
108_1, 6, 12, 21, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
104_1, 6, 12, 21, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
124_1, 6, 12, 21, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
156_1, 6, 12, 21, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
69_1, 6, 12, 22, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
108_1, 6, 12, 22, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
120_1, 6, 12, 22, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
103_1, 6, 12, 22, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
76_1, 6, 12, 22, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
108_1, 6, 12, 22, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
107_1, 6, 12, 22, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
91_1, 6, 12, 22, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
108_1, 6, 12, 22, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
87_1, 6, 12, 22, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
112_1, 6, 12, 22, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
108_1, 6, 12, 22, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
105_1, 6, 9, 21, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
93_1, 6, 9, 21, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
81_1, 6, 9, 21, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
126_1, 6, 9, 21, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
92_1, 6, 9, 21, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
94_1, 6, 9, 21, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
83_1, 6, 9, 21, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
94_1, 6, 9, 21, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
127_1, 6, 9, 21, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
137_1, 6, 9, 21, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
62_1, 6, 9, 21, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
82_1, 6, 9, 21, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
104_1, 6, 9, 22, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
109_1, 6, 9, 22, 23, 25, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
105_1, 6, 9, 22, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
120_1, 6, 9, 22, 23, 25, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
106_1, 6, 9, 22, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
125_1, 6, 9, 22, 23, 25, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
79_1, 6, 9, 22, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
94_1, 6, 9, 22, 23, 26, 36, 39, 42, 53, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
75_1, 6, 9, 22, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
87_1, 6, 9, 22, 23, 26, 36, 39, 42, 50, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
75_1, 6, 9, 22, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 113, 120, 128
106_1, 6, 9, 22, 23, 26, 36, 39, 42, 44, 56, 57, 67, 71, 79, 88, 90, 94, 97, 104, 108, 120, 128
86_1, 3, 12, 21, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
84_1, 3, 12, 21, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
121_1, 3, 12, 21, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
108_1, 3, 12, 21, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
95_1, 3, 12, 21, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
129_1, 3, 12, 21, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
110_1, 3, 12, 21, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
119_1, 3, 12, 21, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
75_1, 3, 12, 21, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
108_1, 3, 12, 21, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
78_1, 3, 12, 21, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
92_1, 3, 12, 21, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
114_1, 3, 12, 21, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
86_1, 3, 12, 21, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
90_1, 3, 12, 21, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
122_1, 3, 12, 21, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
83_1, 3, 12, 21, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
56_1, 3, 12, 21, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
103_1, 3, 12, 21, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
69_1, 3, 12, 21, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
126_1, 3, 12, 21, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
107_1, 3, 12, 21, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
124_1, 3, 12, 21, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
71_1, 3, 12, 21, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
103_1, 3, 12, 21, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
70_1, 3, 12, 21, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
59_1, 3, 12, 21, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
108_1, 3, 12, 21, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
77_1, 3, 12, 21, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
114_1, 3, 12, 21, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
117_1, 3, 12, 21, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
89_1, 3, 12, 21, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
67_1, 3, 12, 21, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
68_1, 3, 12, 21, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
122_1, 3, 12, 21, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
100_1, 3, 12, 21, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
110_1, 3, 12, 21, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
95_1, 3, 12, 21, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
98_1, 3, 12, 21, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
58_1, 3, 12, 21, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
115_1, 3, 12, 21, 23, 26, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
117_1, 3, 12, 21, 23, 26, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
137_1, 3, 12, 21, 23, 26, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
120_1, 3, 12, 21, 23, 26, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
107_1, 3, 12, 21, 23, 26, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
115_1, 3, 12, 21, 23, 26, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
80_1, 3, 12, 21, 23, 26, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
57_1, 3, 12, 21, 23, 26, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
121_1, 3, 12, 21, 23, 26, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
81_1, 3, 12, 21, 23, 26, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
90_1, 3, 12, 21, 23, 26, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
83_1, 3, 12, 21, 23, 26, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
72_1, 3, 12, 21, 23, 26, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
68_1, 3, 12, 21, 23, 26, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
105_1, 3, 12, 21, 23, 26, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
101_1, 3, 12, 21, 23, 26, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
102_1, 3, 12, 21, 23, 26, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
106_1, 3, 12, 21, 23, 26, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
141_1, 3, 12, 21, 23, 26, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
48_1, 3, 12, 21, 23, 26, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
71_1, 3, 12, 21, 23, 26, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
94_1, 3, 12, 21, 23, 26, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
124_1, 3, 12, 21, 23, 26, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
123_1, 3, 12, 21, 23, 26, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
85_1, 3, 12, 22, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
97_1, 3, 12, 22, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
114_1, 3, 12, 22, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
99_1, 3, 12, 22, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
105_1, 3, 12, 22, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
121_1, 3, 12, 22, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
129_1, 3, 12, 22, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
89_1, 3, 12, 22, 23, 25, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
88_1, 3, 12, 22, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
125_1, 3, 12, 22, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
82_1, 3, 12, 22, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
107_1, 3, 12, 22, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
94_1, 3, 12, 22, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
94_1, 3, 12, 22, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
109_1, 3, 12, 22, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
105_1, 3, 12, 22, 23, 25, 36, 38, 41, 47, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
109_1, 3, 12, 22, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
108_1, 3, 12, 22, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
72_1, 3, 12, 22, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
65_1, 3, 12, 22, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
130_1, 3, 12, 22, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
105_1, 3, 12, 22, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
107_1, 3, 12, 22, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
100_1, 3, 12, 22, 23, 25, 36, 38, 41, 43, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
85_1, 3, 12, 22, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
114_1, 3, 12, 22, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
127_1, 3, 12, 22, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
131_1, 3, 12, 22, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
117_1, 3, 12, 22, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
99_1, 3, 12, 22, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
126_1, 3, 12, 22, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
128_1, 3, 12, 22, 23, 25, 36, 38, 41, 44, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
118_1, 3, 12, 22, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 124
62_1, 3, 12, 22, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 119, 122
93_1, 3, 12, 22, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 124
104_1, 3, 12, 22, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 107, 118, 122
96_1, 3, 12, 22, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 124
129_1, 3, 12, 22, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 119, 122
83_1, 3, 12, 22, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 124
74_1, 3, 12, 22, 23, 26, 36, 38, 41, 53, 55, 58, 67, 71, 79, 88, 90, 94, 97, 104, 108, 118, 122
